Player	Pos	Team	Bye Week	Depth Chart	2025 Projected Fantasy Points	VBD	Week 1	Week 2	Week 3	Week 4	Week 5	Week 6	Week 7	Week 8	Week 9	Week 10	Week 11	Week 12	Week 13	Week 14	Week 15	Week 16	Week 17	Week 18
Robbie Ouzts	RB	SEA	8	TE4	90.29	-87.63	4.64	6.08	4.76	4.04	5.91	5.74	5.06	0.00	5.27	4.04	6.55	3.96	5.15	5.27	6.34	6.55	6.30	4.64
Nick Folk	K	NYJ	9		111.8	-88.2	5.53	5.27	7.20	7.11	7.03	6.06	8.34	5.80	0.00	6.06	6.76	6.32	6.85	7.11	7.38	6.94	6.76	5.27
Tre Tucker	WR	LV	8	WR3	106.49	-88.28	6.36	6.52	6.29	5.65	6.52	5.80	6.50	0.00	7.06	6.21	6.98	6.87	6.52	6.21	6.02	6.34	6.44	6.50
Blake Grupe	K	NO	11		111	-89	6.48	6.40	5.82	4.92	6.32	6.32	7.06	6.73	5.99	7.79	0.00	6.40	6.65	6.73	7.79	7.06	6.15	6.40
Jaylen Wright	RB	MIA	12	RB2	87.70	-90.22	5.16	5.31	5.36	4.38	6.45	4.10	4.20	4.67	4.14	5.36	5.23	0.00	5.25	4.38	4.65	4.80	4.23	5.31
Joey Slye	K	TEN	10		108.8	-91.2	5.88	6.22	6.65	5.88	6.74	7.76	6.57	6.65	5.88	0.00	5.88	6.05	7.16	5.88	6.65	5.03	6.74	7.16
Diontae Johnson	WR	CLE	9	WR3	102.33	-92.44	6.22	7.14	6.04	7.56	7.78	6.46	6.10	6.58	0.00	6.08	7.14	6.34	6.20	6.00	5.84	6.64	6.46	6.22
Dyami Brown	WR	JAC	8	WR3	102.16	-92.61	6.46	5.79	6.11	5.77	6.26	6.32	5.81	0.00	5.91	6.11	6.28	6.09	5.59	6.28	5.66	5.98	6.28	5.59
Cameron Ward	QB	TEN	10	QB1	290.29	-92.69	16.14	17.52	17.72	16.63	16.53	17.42	15.94	17.72	16.34	0.00	16.63	16.14	19.70	17.13	15.84	17.33	15.94	19.70
Jalen Coker	WR	CAR	14	WR4	101.40	-93.37	6.42	5.75	6.53	5.79	5.37	6.35	5.35	5.84	5.31	6.34	6.53	5.46	5.49	0.00	6.34	6.51	5.97	6.51
Andy Borregales	K	NE	14		106.6	-93.4	7.46	6.64	5.16	7.78	4.92	6.47	6.15	5.65	6.39	6.72	7.05	5.41	6.31	0.00	4.92	5.90	7.05	6.64
Nick Westbrook-Ikhine	WR	MIA	12	WR3	100.79	-93.97	5.90	5.76	5.81	5.32	6.07	5.90	6.21	6.49	6.25	5.81	5.69	0.00	6.30	5.32	5.65	5.44	6.47	5.76
Graham Gano	K	NYG	14		105.5	-94.5	6.35	6.86	5.06	5.92	6.78	5.06	5.92	5.06	6.69	7.38	5.66	5.92	6.60	0.00	6.35	5.23	7.81	6.86
AJ Barner	TE	SEA	8	TE1	78.20	-94.98	4.01	5.26	4.12	3.49	5.11	4.96	4.37	0.00	4.56	3.49	5.66	3.42	4.45	4.56	5.48	5.66	5.44	4.01
Noah Brown	WR	WAS	12	WR3	99.05	-95.72	5.77	5.23	5.49	6.43	5.84	5.06	6.25	5.82	5.87	6.55	5.28	0.00	5.56	6.74	5.77	5.39	6.25	5.39
Pat Bryant	WR	DEN	12	WR4	98.97	-95.80	5.45	6.12	6.12	5.65	5.65	5.52	6.05	6.56	5.96	5.76	6.11	0.00	5.91	5.76	5.49	6.63	6.11	6.12
Kendre Miller	RB	NO	11	RB3	81.45	-96.47	4.97	5.19	4.55	5.05	5.09	5.01	5.17	3.98	4.43	6.08	0.00	4.41	4.37	3.98	6.08	4.12	4.81	4.41
Miles Sanders	RB	DAL	10	RB3	81.14	-96.78	3.64	5.44	5.53	4.84	4.41	6.50	5.27	4.71	5.32	0.00	4.73	3.64	3.74	4.30	4.26	4.13	5.27	5.44
Josh Reynolds	WR	NYJ	9	WR3	95.98	-98.79	5.10	5.24	5.84	4.81	5.70	5.07	5.48	4.91	0.00	5.60	5.19	5.63	5.86	4.81	5.76	5.68	5.19	5.24
Allen Lazard	WR	NYJ	9	WR2	95.23	-99.54	5.81	5.97	6.65	5.48	6.49	5.77	6.24	5.59	0.00	6.38	5.91	6.42	6.67	5.48	6.56	6.47	5.91	5.97
Christian Watson	WR	GB	5	WR5	95.15	-99.61	6.34	5.45	5.96	6.06	0.00	5.22	5.49	5.42	5.82	5.22	5.59	6.53	6.34	4.90	5.39	4.90	5.99	6.53
Austin Hooper	TE	NE	14	TE2	73.29	-99.89	5.22	4.39	4.79	4.96	3.68	3.75	3.11	4.62	4.15	4.65	3.65	5.56	3.11	0.00	3.68	4.02	3.65	4.39
Dontayvion Wicks	WR	GB	5	WR4	94.62	-100.15	6.32	5.43	5.93	6.03	0.00	5.20	5.46	5.40	5.80	5.20	5.57	6.50	6.32	4.88	5.36	4.88	5.97	6.50
Woody Marks	RB	HOU	6	RB4	77.65	-100.27	3.78	3.40	4.62	4.11	3.33	0.00	3.88	4.43	3.76	4.62	4.11	4.31	4.16	2.99	4.24	3.78	3.30	4.16
Terrance Ferguson	TE	LAR	8	TE2	68.57	-104.60	4.15	3.25	3.87	5.20	3.80	4.19	4.71	0.00	3.91	3.80	4.05	4.85	5.17	3.32	3.28	4.05	4.33	3.32
Tommy Tremble	TE	CAR	14	TE1	68.34	-104.84	4.51	3.17	4.14	3.88	4.38	3.54	3.64	3.68	4.28	3.74	4.14	3.64	5.15	0.00	3.74	4.64	3.88	4.64
Tahj Brooks	RB	CIN	10	RB2	73.07	-104.85	3.59	4.90	3.61	3.99	3.64	4.10	3.97	3.73	4.68	0.00	3.97	4.53	3.53	4.57	3.53	3.95	4.50	3.59
Marquez Valdes-Scantling	WR	SEA	8	WR4	89.75	-105.02	5.13	5.34	5.95	5.41	6.12	6.04	5.43	0.00	5.38	5.41	5.16	4.96	6.43	6.14	5.57	5.16	5.74	5.13
Elic Ayomanor	WR	TEN	10	WR3	89.19	-105.58	5.02	4.88	5.27	5.13	5.11	4.96	5.15	5.27	5.27	0.00	5.13	5.30	5.71	5.55	4.85	5.25	5.63	5.71
Devaughn Vele	WR	DEN	12	WR3	88.76	-106.00	4.82	5.42	5.42	5.00	5.00	4.89	5.35	5.80	5.27	5.10	5.40	0.00	5.23	5.10	4.86	5.87	5.40	5.42
Greg Dortch	WR	ARI	8	WR3	88.03	-106.74	5.53	5.33	4.77	5.21	4.61	5.18	4.64	0.00	5.55	5.21	4.77	5.61	5.69	4.80	5.04	5.70	4.78	4.80
Josh Oliver	TE	MIN	6	TE2	66.40	-106.78	3.86	3.80	5.08	4.38	4.23	0.00	3.40	3.31	2.88	3.68	3.86	3.92	3.55	3.80	3.25	2.85	2.88	3.92
Dustin Hopkins	K	CLE	9		93.2	-106.8	4.99	5.45	4.99	5.22	4.61	4.77	6.13	5.83	0.00	6.51	5.45	6.88	5.90	5.67	6.51	4.54	4.77	4.99
Taysom Hill	TE	NO	11	TE2	66.04	-107.13	3.45	3.95	4.21	3.99	3.37	4.21	4.57	5.04	5.59	5.37	0.00	4.50	4.75	5.04	5.37	3.95	3.37	4.50
Foster Moreau	TE	NO	11	TE3	65.66	-107.51	3.02	3.47	3.69	3.50	2.96	3.69	4.01	4.42	4.90	4.71	0.00	3.94	4.17	4.42	4.71	3.47	2.96	3.94
Harold Fannin Jr.	TE	CLE	9	TE2	65.46	-107.72	4.92	3.56	3.80	2.79	3.59	4.24	3.89	3.44	0.00	3.23	3.56	4.63	3.23	2.76	3.74	3.26	4.24	4.92
Curtis Samuel	WR	BUF	7	WR5	86.62	-108.14	5.47	4.66	4.68	5.52	5.05	5.69	0.00	5.32	5.15	4.68	5.67	5.03	4.95	4.77	5.05	5.44	4.77	4.66
Jarquez Hunter	RB	LAR	8	RB2	69.65	-108.28	3.18	4.30	3.04	4.35	4.64	3.49	4.84	0.00	4.42	4.64	4.06	3.56	5.43	4.44	3.60	4.06	3.94	4.44
Antonio Gibson	RB	NE	14	RB3	68.79	-109.13	3.98	3.92	3.94	5.46	4.54	4.45	4.32	3.56	3.96	3.58	3.71	4.07	4.58	0.00	4.54	3.51	3.71	3.92
Oronde Gadsden II	TE	LAC	12	TE3	63.66	-109.52	4.00	4.36	3.39	2.60	3.47	3.66	4.17	3.39	2.60	4.00	3.78	0.00	4.36	3.11	4.00	2.97	3.33	3.39
Ty Johnson	RB	BUF	7	RB3	66.89	-111.03	3.57	3.77	3.99	4.52	4.58	4.03	0.00	5.55	3.20	3.99	3.64	3.26	4.01	4.14	4.58	3.62	3.11	3.77
Tai Felton	WR	MIN	6	WR4	82.03	-112.74	4.44	5.64	4.73	4.91	5.40	0.00	4.73	5.13	5.75	5.43	4.44	4.59	5.16	4.94	5.49	5.06	5.75	4.59
Trevor Etienne	RB	CAR	14	RB3	65.13	-112.80	4.44	4.08	3.62	4.11	3.58	3.85	3.38	4.14	3.72	4.06	3.62	4.26	3.63	0.00	4.06	3.27	3.73	3.27
Michael Mayer	TE	LV	8	TE2	60.10	-113.07	3.41	3.17	3.65	3.70	4.38	2.73	4.20	0.00	3.97	3.56	3.12	4.06	3.17	3.56	3.26	3.50	2.73	4.20
Demarcus Robinson	WR	SF	14	WR4	81.55	-113.21	4.99	5.30	4.81	5.37	4.59	5.45	5.46	4.83	4.90	4.59	4.81	5.11	5.23	0.00	4.42	4.96	4.30	4.99
Jalen McMillan	WR	TB	9	WR4	80.76	-114.01	7.12	6.29	5.83	5.97	6.50	5.95	7.25	6.91	0.00	6.31	6.37	5.99	6.27	6.91	7.12	6.66	5.85	6.66
Samaje Perine	RB	CIN	10	RB3	62.91	-115.01	3.53	4.82	3.55	3.93	3.59	4.03	3.91	3.68	4.61	0.00	3.91	4.47	3.48	4.50	3.48	3.89	4.43	3.53
KaVontae Turpin	WR	DAL	10	WR4	79.13	-115.64	4.45	4.76	4.17	4.32	4.35	4.96	4.65	4.59	4.67	0.00	4.53	4.45	4.80	5.40	5.56	4.82	4.65	4.76
Roman Wilson	WR	PIT	5	WR4	79.07	-115.70	4.14	4.62	4.48	5.30	0.00	4.84	4.24	4.11	4.59	4.59	4.24	3.98	4.52	4.86	4.16	5.15	4.84	4.86
Elijah Mitchell	RB	KC	10	RB4	62.18	-115.74	3.24	2.85	4.27	3.27	4.54	3.37	3.71	4.13	4.23	0.00	3.69	4.08	3.93	2.99	3.24	4.03	3.69	3.71
Dawson Knox	TE	BUF	7	TE2	56.86	-116.32	3.14	2.85	3.42	2.93	3.03	3.24	0.00	3.87	3.74	3.42	3.63	3.11	3.74	4.34	3.03	3.61	2.90	2.85
Russell Wilson	QB	NYG	14	QB1	266.56	-116.41	15.37	20.08	16.50	15.56	15.18	13.95	15.37	13.95	15.08	12.92	14.24	17.25	15.18	0.00	15.37	14.33	16.59	20.08
Jordan Whittington	WR	LAR	8	WR4	78.33	-116.44	4.43	4.05	4.20	4.55	4.18	4.82	4.92	0.00	4.86	4.18	4.57	4.99	4.68	4.41	5.10	4.57	5.01	4.41
Jaylin Noel	WR	HOU	6	WR4	78.17	-116.60	4.55	5.40	5.32	4.38	5.21	0.00	4.95	4.52	4.68	5.32	4.38	4.84	4.92	4.90	4.77	4.62	4.92	4.92
Keaton Mitchell	RB	BAL	7	RB3	60.06	-117.86	3.97	3.11	3.16	2.75	2.80	3.48	0.00	4.06	3.43	3.13	3.11	3.24	3.56	3.45	3.56	3.94	3.56	3.45
Adonai Mitchell	WR	IND	11	WR4	75.01	-119.76	4.04	4.25	3.97	4.13	4.20	4.33	4.46	3.97	4.28	4.91	0.00	4.45	4.34	4.83	4.49	4.11	4.83	4.34
Kayshon Boutte	WR	NE	14	WR4	74.06	-120.71	3.88	3.73	3.95	4.24	4.06	4.40	3.67	4.34	4.54	4.52	3.72	3.80	4.07	0.00	4.06	4.37	3.72	3.73
K.J. Osborn	WR	WAS	12	WR7	73.63	-121.14	4.40	3.99	4.19	4.90	4.45	3.86	4.77	4.44	4.48	5.00	4.03	0.00	4.24	5.14	4.40	4.11	4.77	4.11
Brock Wright	TE	DET	8	TE2	51.09	-122.08	2.99	2.94	2.80	3.22	3.88	3.34	3.25	0.00	2.83	2.90	2.59	2.17	2.99	2.48	3.60	3.34	2.83	2.94
Isaac TeSlaa	WR	DET	8	WR3	72.01	-122.76	3.98	3.85	4.71	4.68	4.10	4.43	4.88	0.00	5.13	4.28	4.10	4.39	3.98	4.76	4.11	4.26	5.13	3.85
Brashard Smith	RB	KC	10	RB3	54.47	-123.46	3.03	2.67	4.00	3.07	4.25	3.16	3.48	3.87	3.97	0.00	3.46	3.82	3.68	2.80	3.03	3.78	3.46	3.48
Cade Stover	TE	HOU	6	TE2	49.58	-123.59	3.45	3.11	3.02	2.08	2.69	0.00	2.60	2.44	2.71	3.02	2.08	2.46	3.33	3.20	2.13	3.49	2.42	3.33
Robert Woods	WR	PIT	5	WR3	70.34	-124.43	3.96	4.41	4.28	5.06	0.00	4.62	4.05	3.93	4.39	4.39	4.05	3.80	4.32	4.65	3.97	4.92	4.62	4.65
Ollie Gordon II	RB	MIA	12	RB3	53.10	-124.83	2.71	2.79	2.81	2.30	3.39	2.15	2.21	2.45	2.17	2.81	2.75	0.00	2.76	2.30	2.44	2.52	2.22	2.79
Blake Corum	RB	LAR	8	RB3	52.56	-125.36	2.49	3.36	2.38	3.40	3.63	2.73	3.78	0.00	3.46	3.63	3.18	2.79	4.25	3.47	2.81	3.18	3.08	3.47
Tyler Johnson	WR	NYJ	9	WR4	68.90	-125.87	3.83	3.93	4.38	3.61	4.28	3.80	4.11	3.68	0.00	4.20	3.90	4.23	4.39	3.61	4.32	4.26	3.90	3.93
Tim Patrick	WR	DET	8	WR4	68.78	-125.99	3.67	3.55	4.34	4.32	3.78	4.09	4.50	0.00	4.73	3.95	3.78	4.05	3.67	4.39	3.80	3.93	4.73	3.55
Kenneth Gainwell	RB	PIT	5	RB3	51.14	-126.78	2.68	2.95	3.26	2.59	0.00	2.58	2.94	2.94	3.16	2.51	2.94	3.36	3.28	2.54	2.84	2.61	2.58	2.54
Parker Washington	WR	JAC	8	WR4	67.86	-126.91	4.18	3.74	3.95	3.73	4.05	4.08	3.76	0.00	3.82	3.95	4.06	3.94	3.61	4.06	3.66	3.86	4.06	3.61
Jaleel McLaughlin	RB	DEN	12	RB3	50.85	-127.08	3.33	3.37	2.67	3.13	2.35	2.85	3.52	3.24	2.46	3.06	2.42	0.00	3.41	3.06	3.13	3.74	2.42	2.67
Khalil Herbert	RB	IND	11	RB3	50.27	-127.65	3.28	3.31	3.61	3.32	3.32	3.73	2.90	3.61	3.29	3.31	0.00	2.63	2.67	4.06	3.41	3.90	4.06	2.67
Josh Whyle	TE	TEN	10	TE3	45.46	-127.72	2.77	3.52	3.41	2.72	2.17	3.57	2.65	3.41	2.47	0.00	2.72	2.65	3.09	3.16	2.49	3.27	2.56	3.09
Luke Musgrave	TE	GB	5	TE2	45.14	-128.03	2.07	2.73	3.04	2.34	0.00	3.66	2.10	3.15	3.26	2.45	2.05	2.67	2.07	2.78	2.67	2.78	2.65	2.67
Devin Singletary	RB	NYG	14	RB3	49.33	-128.60	3.18	3.02	2.26	2.49	3.19	2.19	2.84	2.19	3.35	3.33	2.92	2.60	3.23	0.00	3.18	2.57	2.85	3.02
Daniel Bellinger	TE	NYG	14	TE2	44.49	-128.69	2.76	2.36	3.18	2.41	2.49	2.47	2.69	2.47	2.43	2.81	2.85	2.09	2.58	0.00	2.76	2.69	3.47	2.36
Darnell Washington	TE	PIT	5	TE3	44.38	-128.80	2.25	2.40	2.40	2.50	0.00	2.85	3.43	2.64	3.08	2.23	3.43	2.60	2.27	2.48	2.71	1.94	2.85	2.48
Malik Washington	WR	MIA	12	WR4	65.14	-129.63	3.85	3.76	3.79	3.47	3.96	3.85	4.05	4.24	4.08	3.79	3.71	0.00	4.11	3.47	3.69	3.55	4.23	3.76
Troy Franklin	WR	DEN	12	WR5	65.04	-129.73	3.34	3.75	3.75	3.46	3.46	3.39	3.71	4.02	3.65	3.53	3.74	0.00	3.62	3.53	3.36	4.06	3.74	3.75
Connor Heyward	TE	PIT	5	TE4	43.24	-129.94	2.19	2.33	2.33	2.43	0.00	2.77	3.33	2.57	2.99	2.17	3.33	2.53	2.21	2.41	2.63	1.88	2.77	2.41
Dameon Pierce	RB	HOU	6	RB3	47.64	-130.29	2.69	2.42	3.29	2.92	2.37	0.00	2.76	3.15	2.68	3.29	2.92	3.07	2.96	2.13	3.02	2.69	2.35	2.96
Jeremy Ruckert	TE	NYJ	9	TE2	42.74	-130.43	2.91	2.24	2.82	2.66	2.15	2.46	3.01	3.37	0.00	2.80	2.36	2.44	2.52	2.66	2.74	2.28	2.36	2.24
Devin Neal	RB	NO	11	RB2	47.00	-130.92	2.81	2.94	2.58	2.86	2.88	2.84	2.93	2.26	2.51	3.44	0.00	2.50	2.47	2.26	3.44	2.34	2.72	2.50
Will Shipley	RB	PHI	9	RB2	46.48	-131.44	2.81	2.10	2.65	2.39	2.64	3.05	2.39	3.05	0.00	2.71	2.41	2.81	3.10	2.32	2.65	2.96	3.03	2.96
Gunnar Helm	TE	TEN	10	TE2	41.73	-131.45	2.13	2.71	2.62	2.09	1.67	2.74	2.04	2.62	1.90	0.00	2.09	2.04	2.37	2.43	1.92	2.52	1.97	2.37
Jelani Woods	TE	IND	11	TE4	41.55	-131.63	2.51	2.31	1.78	2.95	2.98	1.82	2.07	1.78	2.74	2.37	0.00	2.74	2.28	2.58	2.22	2.08	2.58	2.28
Luke Schoonmaker	TE	DAL	10	TE2	41.16	-132.02	2.36	1.98	2.68	2.72	2.32	3.15	2.64	2.58	2.02	0.00	3.32	2.36	3.04	2.00	2.58	2.30	2.64	1.98
DJ Giddens	RB	IND	11	RB2	45.69	-132.24	2.54	2.57	2.80	2.58	2.58	2.90	2.25	2.80	2.56	2.57	0.00	2.04	2.07	3.15	2.65	3.02	3.15	2.07
Tip Reiman	TE	ARI	8	TE3	40.47	-132.71	1.93	2.56	1.88	2.00	1.61	2.57	2.21	0.00	1.83	2.00	1.88	2.33	2.40	2.66	2.06	2.14	2.87	2.66
Julian Hill	TE	MIA	12	TE2	40.31	-132.86	2.82	2.20	2.08	2.06	2.80	2.04	2.61	2.35	2.27	2.08	2.35	0.00	2.12	2.06	2.71	3.14	2.63	2.20
Van Jefferson	WR	TEN	10	WR4	61.82	-132.95	3.52	3.42	3.70	3.60	3.59	3.48	3.61	3.70	3.70	0.00	3.60	3.72	4.00	3.89	3.40	3.69	3.95	4.00
Jaylin Lane	WR	WAS	12	WR4	61.33	-133.44	3.58	3.25	3.41	3.99	3.63	3.14	3.89	3.62	3.65	4.07	3.28	0.00	3.46	4.19	3.58	3.35	3.89	3.35
Adam Trautman	TE	DEN	12	TE2	39.73	-133.44	1.72	2.76	2.00	3.07	2.05	2.02	1.72	1.96	2.20	2.89	2.65	0.00	2.29	2.89	2.37	2.50	2.65	2.00
Matthew Wright	K	CAR	14		65.5	-134.5	4.19	3.94	3.89	3.84	4.04	3.99	4.29	2.99	3.29	3.94	3.89	3.89	3.64	0.00	3.94	4.09	3.54	4.09
Johnny Mundt	TE	JAC	8	TE2	37.94	-135.24	2.62	2.94	2.11	1.93	2.53	2.06	2.73	0.00	2.76	2.11	1.91	1.68	1.65	2.64	1.93	2.14	2.64	1.65
Sean Tucker	RB	TB	9	RB3	42.38	-135.54	2.46	1.99	2.31	1.90	2.54	2.90	2.25	2.77	0.00	2.80	2.82	2.48	2.78	2.77	2.46	3.40	2.44	3.40
Zamir White	RB	LV	8	RB5	42.28	-135.64	2.84	2.19	2.79	2.93	2.76	2.73	1.98	0.00	3.07	2.50	2.66	2.25	2.19	2.50	1.93	2.02	2.88	1.98
Tyler Goodson	RB	IND	11	RB4	40.55	-137.37	2.32	2.34	2.55	2.35	2.35	2.64	2.05	2.55	2.33	2.34	0.00	1.86	1.89	2.87	2.41	2.75	2.87	1.89
Isaiah Davis	RB	NYJ	9	RB3	40.43	-137.50	2.33	2.68	2.12	2.32	2.49	2.34	3.23	2.41	0.00	2.11	2.66	2.07	2.34	2.32	2.88	2.63	2.66	2.68
Ben Sinnott	TE	WAS	12	TE2	35.49	-137.69	1.64	2.25	2.74	2.18	1.90	2.22	1.86	2.52	2.04	1.65	2.30	0.00	2.13	2.13	1.64	1.95	1.86	1.95
Emari Demercado	RB	ARI	8	RB3	39.61	-138.32	2.45	3.00	2.57	2.25	2.38	2.41	2.24	0.00	2.32	2.25	2.57	2.68	1.97	2.19	1.76	2.18	2.24	2.19
Hunter Long	TE	JAC	8	TE3	34.85	-138.33	2.50	2.80	2.01	1.84	2.41	1.96	2.60	0.00	2.63	2.01	1.82	1.60	1.57	2.52	1.84	2.04	2.52	1.57
Kyle Monangai	RB	CHI	5	RB3	39.54	-138.39	1.86	1.87	2.18	2.06	0.00	2.30	2.31	1.82	2.11	2.37	1.86	2.04	1.58	2.11	1.85	2.11	2.42	1.87
Chris Rodriguez Jr.	RB	WAS	12	RB5	38.49	-139.43	1.66	1.48	1.44	1.44	1.26	1.68	1.53	1.14	1.48	1.31	1.42	0.00	1.44	1.30	1.66	1.11	1.53	1.11
Jermaine Burton	WR	CIN	10	WR4	55.30	-139.47	3.61	3.71	3.96	3.27	3.85	3.07	3.29	3.09	2.97	0.00	3.29	3.35	3.63	3.38	3.63	3.10	3.33	3.61
Drew Sample	TE	CIN	10	TE3	33.66	-139.51	2.17	2.12	1.90	1.90	1.48	2.01	2.25	1.71	1.98	0.00	2.25	1.82	1.89	1.73	1.89	2.06	1.49	2.17
Payne Durham	TE	TB	9	TE2	33.38	-139.80	2.03	1.95	1.79	1.82	1.90	1.79	1.54	1.84	0.00	1.90	1.80	2.52	1.56	1.84	2.03	2.43	2.15	2.43
Colby Parkinson	TE	LAR	8	TE3	32.48	-140.70	1.99	1.56	1.86	2.49	1.82	2.01	2.26	0.00	1.87	1.82	1.94	2.33	2.48	1.59	1.57	1.94	2.08	1.59
Pharaoh Brown	TE	MIA	12	TE3	32.42	-140.76	2.22	1.73	1.64	1.62	2.20	1.61	2.06	1.85	1.79	1.64	1.85	0.00	1.67	1.62	2.13	2.47	2.07	1.73
Jalen Royals	WR	KC	10	WR4	53.59	-141.18	3.77	3.48	3.73	4.00	4.09	4.23	3.55	3.64	3.72	0.00	3.59	3.77	4.04	3.67	3.77	3.36	3.59	3.55
Elijah Higgins	TE	ARI	8	TE2	31.22	-141.96	1.61	2.12	1.56	1.66	1.33	2.14	1.84	0.00	1.52	1.66	1.56	1.94	1.99	2.21	1.71	1.78	2.38	2.21
Brevyn Spann-Ford	TE	DAL	10	TE3	31.09	-142.09	1.72	1.44	1.96	1.99	1.69	2.30	1.93	1.88	1.48	0.00	2.42	1.72	2.22	1.46	1.88	1.68	1.93	1.44
A.J. Dillon	RB	PHI	9	RB3	34.86	-143.07	2.22	1.66	2.10	1.89	2.09	2.41	1.89	2.41	0.00	2.15	1.91	2.22	2.45	1.83	2.10	2.34	2.39	2.34
Jake Briningstool	TE	KC	10		30.10	-143.08	1.61	1.65	1.38	1.78	2.01	1.40	2.32	1.84	1.64	0.00	1.80	2.22	1.58	1.77	1.61	1.38	1.80	2.32
Grant Calcaterra	TE	PHI	9	TE2	29.10	-144.08	1.46	1.96	2.12	1.91	1.66	1.28	1.66	1.28	0.00	1.76	1.29	1.46	1.73	1.48	2.14	1.70	1.51	1.70
Luke McCaffrey	WR	WAS	12	WR5	50.29	-144.48	2.97	2.69	2.82	3.30	3.00	2.60	3.21	2.99	3.02	3.37	2.72	0.00	2.86	3.46	2.97	2.77	3.21	2.77
JuJu Smith-Schuster	WR	KC	10	WR5	49.18	-145.59	2.65	2.44	2.62	2.80	2.87	2.97	2.49	2.55	2.61	0.00	2.52	2.65	2.84	2.58	2.65	2.36	2.52	2.49
Daniel Jones	QB	IND	11	QB2	237.24	-145.74	9.26	10.71	11.30	11.62	11.56	10.97	10.84	11.30	10.51	13.20	0.00	11.49	11.03	13.07	10.71	10.51	13.07	11.03
Jahan Dotson	WR	PHI	9	WR3	48.81	-145.96	3.26	3.04	2.82	3.35	2.90	3.01	3.52	3.01	0.00	2.73	3.42	3.26	2.64	3.05	2.87	2.94	3.00	2.94
Anthony Miller	WR	BAL	7	WR5	48.45	-146.32	2.85	3.05	3.24	2.88	2.82	2.68	0.00	2.51	2.62	3.34	3.05	2.61	2.67	2.77	2.67	2.82	2.59	2.77
Robert Tonyan	TE	KC	10	TE3	26.57	-146.61	1.23	1.26	1.06	1.36	1.53	1.07	1.77	1.41	1.25	0.00	1.37	1.69	1.20	1.35	1.23	1.06	1.37	1.77
Giovanni Ricci	TE	MIN	6		26.40	-146.78	1.63	1.60	2.14	1.85	1.78	0.00	1.43	1.39	1.21	1.55	1.63	1.65	1.50	1.60	1.37	1.20	1.21	1.65
Audric Estime	RB	DEN	12	RB4	31.01	-146.92	2.03	2.05	1.63	1.91	1.43	1.74	2.14	1.98	1.50	1.86	1.47	0.00	2.08	1.86	1.91	2.28	1.47	1.63
Jalin Hyatt	WR	NYG	14	WR4	47.75	-147.02	2.70	3.00	2.79	2.80	2.99	2.58	2.66	2.58	2.57	2.42	2.51	3.14	2.73	0.00	2.70	3.23	2.63	3.00
Teagan Quitoriano	TE	ATL	5	TE4	26.10	-147.08	1.70	1.48	1.81	1.52	0.00	1.35	1.34	1.61	1.42	1.83	1.81	1.37	1.34	1.42	1.70	1.16	1.89	1.37
Nate Adkins	TE	DEN	12	TE4	26.09	-147.09	1.26	2.02	1.46	2.25	1.50	1.48	1.26	1.44	1.61	2.11	1.94	0.00	1.68	2.11	1.73	1.83	1.94	1.46
Lawrence Cager	TE	WAS	12		25.80	-147.38	1.21	1.66	2.02	1.61	1.40	1.64	1.38	1.86	1.51	1.22	1.70	0.00	1.57	1.57	1.21	1.44	1.38	1.44
Tanner McLachlan	TE	CIN	10		25.33	-147.85	1.67	1.64	1.47	1.47	1.14	1.55	1.73	1.32	1.53	0.00	1.73	1.41	1.46	1.33	1.46	1.59	1.15	1.67
Emanuel Wilson	RB	GB	5	RB3	30.06	-147.87	1.62	1.98	1.59	1.88	0.00	1.82	2.00	1.76	2.44	1.37	2.04	1.60	1.62	2.08	1.77	2.08	1.57	1.60
Luke Farrell	TE	SF	14	TE2	25.03	-148.15	1.31	1.27	1.07	1.53	1.74	1.57	1.40	1.35	1.05	1.74	1.07	1.67	1.56	0.00	1.05	1.68	1.42	1.31
Elijah Moore	WR	BUF	7	WR4	46.38	-148.39	2.93	2.49	2.50	2.95	2.70	3.04	0.00	2.85	2.76	2.50	3.03	2.69	2.65	2.55	2.70	2.91	2.55	2.49
Kimani Vidal	RB	LAC	12	RB3	29.54	-148.39	1.11	1.41	1.40	1.62	1.57	1.39	1.55	1.27	1.53	1.39	1.72	0.00	1.41	1.08	1.11	1.49	1.13	1.40
Gavin Bartholomew	TE	MIN	6		24.60	-148.58	1.52	1.49	2.00	1.72	1.66	0.00	1.34	1.30	1.13	1.44	1.52	1.54	1.40	1.49	1.28	1.12	1.13	1.54
Devin Culp	TE	TB	9	TE3	24.39	-148.79	1.56	1.50	1.37	1.40	1.46	1.37	1.18	1.41	0.00	1.46	1.39	1.94	1.20	1.41	1.56	1.87	1.65	1.87
Charlie Woerner	TE	ATL	5	TE2	24.30	-148.88	1.51	1.31	1.61	1.35	0.00	1.19	1.18	1.42	1.26	1.62	1.61	1.22	1.18	1.26	1.51	1.03	1.67	1.22
Damien Martinez	RB	SEA	8	RB3	28.87	-149.05	1.88	1.59	1.79	1.80	1.44	1.96	1.29	0.00	1.78	1.80	1.60	1.74	1.44	1.59	1.76	1.60	2.20	1.88
